,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
67,45-54,"Now Married, spouse absent",6.9,4.0,9.2,4.5,2.4,1,6.9,4.0,2.2,11.6,4.7
68,45-54,Widowed,4.2,3.0,6.5,1.8,2.4,1,6.3,3.0,1.6,11.0,4.7
69,45-54,Divorced,16.4,18.0,18.7,14.0,2.4,1,14.9,18.0,10.2,19.6,4.7
70,45-54,Separated,7.7,7.0,10.1,5.4,2.4,1,14.6,7.0,9.9,19.4,4.7
71,45-54,Never married,31.0,33.0,33.3,28.6,2.4,1,32.8,33.0,28.1,37.6,4.7
72,55-64,"Now married, spouse present",90.0,92.0,92.3,87.6,2.4,1,89.1,92.0,84.4,93.8,4.7
73,55-64,"Now Married, spouse absent",4.7,7.0,7.0,2.3,2.4,1,10.2,7.0,5.5,14.9,4.7
74,55-64,Widowed,6.0,8.0,8.4,3.7,2.4,1,6.5,8.0,1.8,11.2,4.7
75,55-64,Divorced,22.6,25.0,24.9,20.2,2.4,1,23.2,25.0,18.5,27.9,4.7
76,55-64,Separated,5.7,7.0,8.1,3.4,2.4,1,5.3,7.0,0.6,10.0,4.7
77,55-64,Never married,28.6,25.0,31.0,26.3,2.4,1,28.6,25.0,23.8,33.3,4.7
78,65-74,"Now married, spouse present",91.0,91.0,93.3,88.6,2.4,1,87.8,91.0,83.1,92.5,4.7
79,65-74,"Now Married, spouse absent",3.3,4.0,5.7,1.0,2.4,1,5.9,4.0,1.2,10.6,4.7
80,65-74,Widowed,25.2,24.0,27.5,22.8,2.4,1,25.1,24.0,20.4,29.8,4.7
81,65-74,Divorced,24.2,24.0,26.6,21.9,2.4,1,24.2,24.0,19.5,28.9,4.7
82,65-74,Separated,1.2,1.0,3.5,-1.2,2.4,1,1.5,1.0,-3.2,6.2,4.7
83,65-74,Never married,11.4,17.0,13.8,9.1,2.4,1,4.7,17.0,-0.1,9.4,4.7
84,75-84,"Now married, spouse present",20.3,20.0,22.6,17.9,2.4,1,20.2,20.0,15.5,25.0,4.7
85,75-84,"Now Married, spouse absent",2.0,2.0,4.3,-0.4,2.4,1,-4.1,2.0,-8.9,0.6,4.7
86,75-84,Widowed,8.8,15.0,11.2,6.5,2.4,1,3.0,15.0,-1.7,7.7,4.7
87,75-84,Divorced,12.6,13.0,14.9,10.2,2.4,1,11.0,13.0,6.3,15.8,4.7
88,75-84,Separated,9.1,0.0,11.5,6.8,2.4,1,17.5,0.0,12.8,22.2,4.7
89,75-84,Never married,0.6,3.0,2.9,-1.8,2.4,1,0.3,3.0,-4.4,5.1,4.7
90,85-99,"Now married, spouse present",-1.6,4.0,0.8,-3.9,2.4,1,-7.4,4.0,-12.1,-2.7,4.7
91,85-99,"Now Married, spouse absent",-1.5,0.0,0.8,-3.9,2.4,1,-1.3,0.0,-6.0,3.4,4.7
92,85-99,Widowed,17.8,14.0,20.2,15.4,2.4,1,17.2,14.0,12.5,21.9,4.7
93,85-99,Divorced,-4.7,3.0,-2.3,-7.0,2.4,1,0.2,3.0,-4.5,4.9,4.7
94,85-99,Separated,3.5,1.0,5.9,1.1,2.4,1,7.8,1.0,3.1,12.5,4.7
95,85-99,Never married,12.6,0.0,15.0,10.3,2.4,1,12.6,0.0,7.9,17.3,4.7
96,15-24,"Now married, spouse present",8.3,4.0,9.8,6.7,1.6,2,10.8,4.0,8.4,13.1,2.4
97,15-24,"Now Married, spouse absent",2.1,2.0,3.7,0.5,1.6,2,2.0,2.0,-0.4,4.4,2.4
98,15-24,Widowed,2.0,0.0,3.5,0.4,1.6,2,3.1,0.0,0.7,5.4,2.4
99,15-24,Divorced,-0.5,0.0,1.0,-2.1,1.6,2,-1.9,0.0,-4.3,0.4,2.4
100,15-24,Separated,0.8,0.0,2.4,-0.8,1.6,2,0.9,0.0,-1.4,3.3,2.4
101,15-24,Never married,140.3,137.0,141.9,138.7,1.6,2,141.8,137.0,139.5,144.2,2.4
102,25-34,"Now married, spouse present",50.9,47.0,52.4,49.3,1.6,2,53.8,47.0,51.5,56.2,2.4
103,25-34,"Now Married, spouse absent",-0.5,6.0,1.1,-2.0,1.6,2,0.5,6.0,-1.9,2.8,2.4
104,25-34,Widowed,-0.2,0.0,1.4,-1.8,1.6,2,-2.0,0.0,-4.4,0.4,2.4
105,25-34,Divorced,2.6,2.0,4.2,1.0,1.6,2,2.2,2.0,-0.1,4.6,2.4
106,25-34,Separated,1.5,1.0,3.0,-0.1,1.6,2,2.9,1.0,0.5,5.3,2.4
107,25-34,Never married,101.7,102.0,103.3,100.1,1.6,2,100.9,102.0,98.5,103.2,2.4
108,35-44,"Now married, spouse present",81.9,84.0,83.5,80.4,1.6,2,80.8,84.0,78.4,83.1,2.4
109,35-44,"Now Married, spouse absent",7.4,8.0,9.0,5.8,1.6,2,5.1,8.0,2.8,7.5,2.4
110,35-44,Widowed,1.0,0.0,2.6,-0.5,1.6,2,2.3,0.0,-0.1,4.6,2.4
111,35-44,Divorced,10.1,10.0,11.7,8.6,1.6,2,12.2,10.0,9.9,14.6,2.4
112,35-44,Separated,8.6,7.0,10.2,7.1,1.6,2,8.0,7.0,5.7,10.4,2.4
113,35-44,Never married,46.0,43.0,47.6,44.4,1.6,2,45.1,43.0,42.8,47.5,2.4
114,45-54,"Now married, spouse present",79.4,82.0,80.9,77.8,1.6,2,78.1,82.0,75.7,80.4,2.4
115,45-54,"Now Married, spouse absent",5.8,4.0,7.3,4.2,1.6,2,6.9,4.0,4.5,9.2,2.4
116,45-54,Widowed,3.3,3.0,4.9,1.8,1.6,2,4.2,3.0,1.8,6.5,2.4
117,45-54,Divorced,17.0,18.0,18.5,15.4,1.6,2,16.4,18.0,14.0,18.7,2.4
118,45-54,Separated,10.6,7.0,12.2,9.0,1.6,2,7.7,7.0,5.4,10.1,2.4
119,45-54,Never married,33.8,33.0,35.4,32.3,1.6,2,31.0,33.0,28.6,33.3,2.4
120,55-64,"Now married, spouse present",90.2,92.0,91.8,88.6,1.6,2,90.0,92.0,87.6,92.3,2.4
121,55-64,"Now Married, spouse absent",6.5,7.0,8.1,5.0,1.6,2,4.7,7.0,2.3,7.0,2.4
122,55-64,Widowed,6.4,8.0,7.9,4.8,1.6,2,6.0,8.0,3.7,8.4,2.4
123,55-64,Divorced,18.7,25.0,20.3,17.2,1.6,2,22.6,25.0,20.2,24.9,2.4
124,55-64,Separated,4.5,7.0,6.1,2.9,1.6,2,5.7,7.0,3.4,8.1,2.4
125,55-64,Never married,27.9,25.0,29.5,26.4,1.6,2,28.6,25.0,26.3,31.0,2.4
126,65-74,"Now married, spouse present",90.7,91.0,92.3,89.1,1.6,2,91.0,91.0,88.6,93.3,2.4
127,65-74,"Now Married, spouse absent",3.0,4.0,4.5,1.4,1.6,2,3.3,4.0,1.0,5.7,2.4
128,65-74,Widowed,25.2,24.0,26.7,23.6,1.6,2,25.2,24.0,22.8,27.5,2.4
129,65-74,Divorced,26.0,24.0,27.6,24.4,1.6,2,24.2,24.0,21.9,26.6,2.4
130,65-74,Separated,2.0,1.0,3.5,0.4,1.6,2,1.2,1.0,-1.2,3.5,2.4
131,65-74,Never married,18.5,17.0,20.1,16.9,1.6,2,11.4,17.0,9.1,13.8,2.4
132,75-84,"Now married, spouse present",21.7,20.0,23.3,20.1,1.6,2,20.3,20.0,17.9,22.6,2.4
133,75-84,"Now Married, spouse absent",4.4,2.0,6.0,2.9,1.6,2,2.0,2.0,-0.4,4.3,2.4
134,75-84,Widowed,11.5,15.0,13.1,9.9,1.6,2,8.8,15.0,6.5,11.2,2.4
135,75-84,Divorced,14.1,13.0,15.6,12.5,1.6,2,12.6,13.0,10.2,14.9,2.4
136,75-84,Separated,5.6,0.0,7.2,4.1,1.6,2,9.1,0.0,6.8,11.5,2.4
137,75-84,Never married,1.4,3.0,3.0,-0.2,1.6,2,0.6,3.0,-1.8,2.9,2.4
138,85-99,"Now married, spouse present",1.8,4.0,3.4,0.2,1.6,2,-1.6,4.0,-3.9,0.8,2.4
139,85-99,"Now Married, spouse absent",-1.7,0.0,-0.1,-3.2,1.6,2,-1.5,0.0,-3.9,0.8,2.4
140,85-99,Widowed,23.4,14.0,25.0,21.8,1.6,2,17.8,14.0,15.4,20.2,2.4
141,85-99,Divorced,-1.6,3.0,-0.1,-3.2,1.6,2,-4.7,3.0,-7.0,-2.3,2.4
142,85-99,Separated,5.0,1.0,6.6,3.4,1.6,2,3.5,1.0,1.1,5.9,2.4
143,85-99,Never married,9.0,0.0,10.6,7.4,1.6,2,12.6,0.0,10.3,15.0,2.4
144,15-24,"Now married, spouse present",7.0,4.0,8.2,5.8,1.2,3,8.3,4.0,6.7,9.8,1.6
145,15-24,"Now Married, spouse absent",2.0,2.0,3.2,0.8,1.2,3,2.1,2.0,0.5,3.7,1.6
146,15-24,Widowed,0.3,0.0,1.5,-0.8,1.2,3,2.0,0.0,0.4,3.5,1.6
147,15-24,Divorced,-0.6,0.0,0.6,-1.8,1.2,3,-0.5,0.0,-2.1,1.0,1.6
148,15-24,Separated,2.1,0.0,3.3,0.9,1.2,3,0.8,0.0,-0.8,2.4,1.6
149,15-24,Never married,139.1,137.0,140.3,137.9,1.2,3,140.3,137.0,138.7,141.9,1.6
150,25-34,"Now married, spouse present",49.1,47.0,50.3,47.9,1.2,3,50.9,47.0,49.3,52.4,1.6
151,25-34,"Now Married, spouse absent",0.7,6.0,1.9,-0.5,1.2,3,-0.5,6.0,-2.0,1.1,1.6
152,25-34,Widowed,-0.3,0.0,0.9,-1.4,1.2,3,-0.2,0.0,-1.8,1.4,1.6
153,25-34,Divorced,4.3,2.0,5.5,3.1,1.2,3,2.6,2.0,1.0,4.2,1.6
154,25-34,Separated,-0.1,1.0,1.1,-1.2,1.2,3,1.5,1.0,-0.1,3.0,1.6
155,25-34,Never married,101.1,102.0,102.3,99.9,1.2,3,101.7,102.0,100.1,103.3,1.6
156,35-44,"Now married, spouse present",84.8,84.0,86.0,83.7,1.2,3,81.9,84.0,80.4,83.5,1.6
157,35-44,"Now Married, spouse absent",6.3,8.0,7.5,5.1,1.2,3,7.4,8.0,5.8,9.0,1.6
158,35-44,Widowed,1.2,0.0,2.4,0.0,1.2,3,1.0,0.0,-0.5,2.6,1.6
159,35-44,Divorced,10.7,10.0,11.9,9.5,1.2,3,10.1,10.0,8.6,11.7,1.6
160,35-44,Separated,8.2,7.0,9.4,7.1,1.2,3,8.6,7.0,7.1,10.2,1.6
161,35-44,Never married,45.8,43.0,47.0,44.6,1.2,3,46.0,43.0,44.4,47.6,1.6
162,45-54,"Now married, spouse present",79.4,82.0,80.5,78.2,1.2,3,79.4,82.0,77.8,80.9,1.6
163,45-54,"Now Married, spouse absent",5.6,4.0,6.7,4.4,1.2,3,5.8,4.0,4.2,7.3,1.6
164,45-54,Widowed,3.7,3.0,4.8,2.5,1.2,3,3.3,3.0,1.8,4.9,1.6
165,45-54,Divorced,17.1,18.0,18.2,15.9,1.2,3,17.0,18.0,15.4,18.5,1.6
166,45-54,Separated,11.9,7.0,13.1,10.7,1.2,3,10.6,7.0,9.0,12.2,1.6
167,45-54,Never married,32.4,33.0,33.6,31.3,1.2,3,33.8,33.0,32.3,35.4,1.6
168,55-64,"Now married, spouse present",90.6,92.0,91.8,89.5,1.2,3,90.2,92.0,88.6,91.8,1.6
169,55-64,"Now Married, spouse absent",6.0,7.0,7.2,4.8,1.2,3,6.5,7.0,5.0,8.1,1.6
170,55-64,Widowed,9.1,8.0,10.3,7.9,1.2,3,6.4,8.0,4.8,7.9,1.6
171,55-64,Divorced,22.0,25.0,23.2,20.8,1.2,3,18.7,25.0,17.2,20.3,1.6
172,55-64,Separated,2.5,7.0,3.7,1.3,1.2,3,4.5,7.0,2.9,6.1,1.6
173,55-64,Never married,24.9,25.0,26.1,23.7,1.2,3,27.9,25.0,26.4,29.5,1.6
174,65-74,"Now married, spouse present",91.3,91.0,92.5,90.1,1.2,3,90.7,91.0,89.1,92.3,1.6
175,65-74,"Now Married, spouse absent",1.5,4.0,2.7,0.4,1.2,3,3.0,4.0,1.4,4.5,1.6
176,65-74,Widowed,24.5,24.0,25.7,23.3,1.2,3,25.2,24.0,23.6,26.7,1.6
177,65-74,Divorced,24.7,24.0,25.9,23.5,1.2,3,26.0,24.0,24.4,27.6,1.6
178,65-74,Separated,1.3,1.0,2.5,0.1,1.2,3,2.0,1.0,0.4,3.5,1.6
179,65-74,Never married,18.1,17.0,19.3,17.0,1.2,3,18.5,17.0,16.9,20.1,1.6
180,75-84,"Now married, spouse present",18.3,20.0,19.5,17.1,1.2,3,21.7,20.0,20.1,23.3,1.6
181,75-84,"Now Married, spouse absent",4.0,2.0,5.2,2.8,1.2,3,4.4,2.0,2.9,6.0,1.6
182,75-84,Widowed,12.1,15.0,13.3,10.9,1.2,3,11.5,15.0,9.9,13.1,1.6
183,75-84,Divorced,11.1,13.0,12.3,9.9,1.2,3,14.1,13.0,12.5,15.6,1.6
184,75-84,Separated,0.9,0.0,2.1,-0.2,1.2,3,5.6,0.0,4.1,7.2,1.6
185,75-84,Never married,0.8,3.0,1.9,-0.4,1.2,3,1.4,3.0,-0.2,3.0,1.6
186,85-99,"Now married, spouse present",2.8,4.0,4.0,1.7,1.2,3,1.8,4.0,0.2,3.4,1.6
187,85-99,"Now Married, spouse absent",-1.2,0.0,-0.0,-2.4,1.2,3,-1.7,0.0,-3.2,-0.1,1.6
188,85-99,Widowed,23.0,14.0,24.1,21.8,1.2,3,23.4,14.0,21.8,25.0,1.6
189,85-99,Divorced,-1.1,3.0,0.0,-2.3,1.2,3,-1.6,3.0,-3.2,-0.1,1.6
190,85-99,Separated,4.1,1.0,5.3,3.0,1.2,3,5.0,1.0,3.4,6.6,1.6
191,85-99,Never married,5.2,0.0,6.4,4.0,1.2,3,9.0,0.0,7.4,10.6,1.6
192,15-24,"Now married, spouse present",6.7,4.0,7.6,5.7,0.9,4,7.0,4.0,5.8,8.2,1.2
193,15-24,"Now Married, spouse absent",2.5,2.0,3.4,1.5,0.9,4,2.0,2.0,0.8,3.2,1.2
194,15-24,Widowed,0.7,0.0,1.6,-0.3,0.9,4,0.3,0.0,-0.8,1.5,1.2
195,15-24,Divorced,-1.1,0.0,-0.2,-2.1,0.9,4,-0.6,0.0,-1.8,0.6,1.2
196,15-24,Separated,2.0,0.0,2.9,1.0,0.9,4,2.1,0.0,0.9,3.3,1.2
197,15-24,Never married,139.9,137.0,140.8,138.9,0.9,4,139.1,137.0,137.9,140.3,1.2
198,25-34,"Now married, spouse present",48.8,47.0,49.7,47.8,0.9,4,49.1,47.0,47.9,50.3,1.2
199,25-34,"Now Married, spouse absent",1.4,6.0,2.4,0.5,0.9,4,0.7,6.0,-0.5,1.9,1.2
200,25-34,Widowed,-0.5,0.0,0.4,-1.4,0.9,4,-0.3,0.0,-1.4,0.9,1.2
201,25-34,Divorced,4.2,2.0,5.2,3.3,0.9,4,4.3,2.0,3.1,5.5,1.2
202,25-34,Separated,0.9,1.0,1.8,-0.1,0.9,4,-0.1,1.0,-1.2,1.1,1.2
203,25-34,Never married,100.5,102.0,101.4,99.5,0.9,4,101.1,102.0,99.9,102.3,1.2
204,35-44,"Now married, spouse present",84.9,84.0,85.9,84.0,0.9,4,84.8,84.0,83.7,86.0,1.2
205,35-44,"Now Married, spouse absent",6.4,8.0,7.4,5.5,0.9,4,6.3,8.0,5.1,7.5,1.2
206,35-44,Widowed,0.6,0.0,1.6,-0.3,0.9,4,1.2,0.0,0.0,2.4,1.2
207,35-44,Divorced,11.5,10.0,12.4,10.5,0.9,4,10.7,10.0,9.5,11.9,1.2
208,35-44,Separated,8.0,7.0,9.0,7.1,0.9,4,8.2,7.0,7.1,9.4,1.2
209,35-44,Never married,45.6,43.0,46.5,44.6,0.9,4,45.8,43.0,44.6,47.0,1.2
210,45-54,"Now married, spouse present",79.4,82.0,80.4,78.5,0.9,4,79.4,82.0,78.2,80.5,1.2
211,45-54,"Now Married, spouse absent",4.6,4.0,5.5,3.6,0.9,4,5.6,4.0,4.4,6.7,1.2
212,45-54,Widowed,3.1,3.0,4.0,2.1,0.9,4,3.7,3.0,2.5,4.8,1.2
213,45-54,Divorced,17.0,18.0,18.0,16.1,0.9,4,17.1,18.0,15.9,18.2,1.2
214,45-54,Separated,12.0,7.0,12.9,11.1,0.9,4,11.9,7.0,10.7,13.1,1.2
215,45-54,Never married,32.6,33.0,33.5,31.6,0.9,4,32.4,33.0,31.3,33.6,1.2
216,55-64,"Now married, spouse present",91.0,92.0,92.0,90.1,0.9,4,90.6,92.0,89.5,91.8,1.2
217,55-64,"Now Married, spouse absent",5.6,7.0,6.6,4.7,0.9,4,6.0,7.0,4.8,7.2,1.2
218,55-64,Widowed,8.7,8.0,9.6,7.7,0.9,4,9.1,8.0,7.9,10.3,1.2
219,55-64,Divorced,22.9,25.0,23.9,22.0,0.9,4,22.0,25.0,20.8,23.2,1.2
220,55-64,Separated,2.4,7.0,3.3,1.5,0.9,4,2.5,7.0,1.3,3.7,1.2
221,55-64,Never married,25.0,25.0,25.9,24.0,0.9,4,24.9,25.0,23.7,26.1,1.2
222,65-74,"Now married, spouse present",92.4,91.0,93.4,91.5,0.9,4,91.3,91.0,90.1,92.5,1.2
223,65-74,"Now Married, spouse absent",1.4,4.0,2.3,0.5,0.9,4,1.5,4.0,0.4,2.7,1.2
224,65-74,Widowed,24.7,24.0,25.6,23.7,0.9,4,24.5,24.0,23.3,25.7,1.2
225,65-74,Divorced,24.9,24.0,25.9,24.0,0.9,4,24.7,24.0,23.5,25.9,1.2
226,65-74,Separated,0.9,1.0,1.8,-0.1,0.9,4,1.3,1.0,0.1,2.5,1.2
227,65-74,Never married,17.3,17.0,18.2,16.3,0.9,4,18.1,17.0,17.0,19.3,1.2
228,75-84,"Now married, spouse present",18.7,20.0,19.7,17.8,0.9,4,18.3,20.0,17.1,19.5,1.2
229,75-84,"Now Married, spouse absent",3.8,2.0,4.7,2.8,0.9,4,4.0,2.0,2.8,5.2,1.2
230,75-84,Widowed,12.9,15.0,13.8,11.9,0.9,4,12.1,15.0,10.9,13.3,1.2
231,75-84,Divorced,12.2,13.0,13.2,11.3,0.9,4,11.1,13.0,9.9,12.3,1.2
232,75-84,Separated,0.1,0.0,1.0,-0.9,0.9,4,0.9,0.0,-0.2,2.1,1.2
233,75-84,Never married,1.3,3.0,2.2,0.3,0.9,4,0.8,3.0,-0.4,1.9,1.2
234,85-99,"Now married, spouse present",3.0,4.0,3.9,2.1,0.9,4,2.8,4.0,1.7,4.0,1.2
235,85-99,"Now Married, spouse absent",-1.2,0.0,-0.2,-2.1,0.9,4,-1.2,0.0,-2.4,-0.0,1.2
236,85-99,Widowed,21.5,14.0,22.5,20.6,0.9,4,23.0,14.0,21.8,24.1,1.2
237,85-99,Divorced,-0.3,3.0,0.7,-1.2,0.9,4,-1.1,3.0,-2.3,0.0,1.2
238,85-99,Separated,4.2,1.0,5.1,3.2,0.9,4,4.1,1.0,3.0,5.3,1.2
239,85-99,Never married,5.1,0.0,6.0,4.2,0.9,4,5.2,0.0,4.0,6.4,1.2
240,15-24,"Now married, spouse present",6.7,4.0,7.5,5.9,0.8,5,6.7,4.0,5.7,7.6,0.9
241,15-24,"Now Married, spouse absent",2.8,2.0,3.6,2.0,0.8,5,2.5,2.0,1.5,3.4,0.9
242,15-24,Widowed,-0.3,0.0,0.5,-1.0,0.8,5,0.7,0.0,-0.3,1.6,0.9
243,15-24,Divorced,-1.4,0.0,-0.6,-2.2,0.8,5,-1.1,0.0,-2.1,-0.2,0.9
244,15-24,Separated,1.7,0.0,2.5,0.9,0.8,5,2.0,0.0,1.0,2.9,0.9
245,15-24,Never married,139.6,137.0,140.4,138.8,0.8,5,139.9,137.0,138.9,140.8,0.9
246,25-34,"Now married, spouse present",48.5,47.0,49.3,47.7,0.8,5,48.8,47.0,47.8,49.7,0.9
247,25-34,"Now Married, spouse absent",0.5,6.0,1.3,-0.3,0.8,5,1.4,6.0,0.5,2.4,0.9
248,25-34,Widowed,-0.0,0.0,0.8,-0.8,0.8,5,-0.5,0.0,-1.4,0.4,0.9
249,25-34,Divorced,3.6,2.0,4.4,2.8,0.8,5,4.2,2.0,3.3,5.2,0.9
250,25-34,Separated,0.9,1.0,1.7,0.1,0.8,5,0.9,1.0,-0.1,1.8,0.9
251,25-34,Never married,101.3,102.0,102.0,100.5,0.8,5,100.5,102.0,99.5,101.4,0.9
252,35-44,"Now married, spouse present",85.8,84.0,86.6,85.1,0.8,5,84.9,84.0,84.0,85.9,0.9
253,35-44,"Now Married, spouse absent",6.1,8.0,6.9,5.3,0.8,5,6.4,8.0,5.5,7.4,0.9
254,35-44,Widowed,0.0,0.0,0.8,-0.8,0.8,5,0.6,0.0,-0.3,1.6,0.9
255,35-44,Divorced,10.7,10.0,11.5,9.9,0.8,5,11.5,10.0,10.5,12.4,0.9
256,35-44,Separated,6.3,7.0,7.1,5.6,0.8,5,8.0,7.0,7.1,9.0,0.9
257,35-44,Never married,44.9,43.0,45.7,44.2,0.8,5,45.6,43.0,44.6,46.5,0.9
258,45-54,"Now married, spouse present",80.3,82.0,81.0,79.5,0.8,5,79.4,82.0,78.5,80.4,0.9
259,45-54,"Now Married, spouse absent",2.2,4.0,3.0,1.4,0.8,5,4.6,4.0,3.6,5.5,0.9
260,45-54,Widowed,3.2,3.0,4.0,2.4,0.8,5,3.1,3.0,2.1,4.0,0.9
261,45-54,Divorced,17.3,18.0,18.1,16.5,0.8,5,17.0,18.0,16.1,18.0,0.9
262,45-54,Separated,10.0,7.0,10.8,9.2,0.8,5,12.0,7.0,11.1,12.9,0.9
