,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
65,35-44,Never married,35.6,38.0,38.0,33.2,2.4,1,34.9,38.0,30.2,39.7,4.7
66,45-54,"Now married, spouse present",86.6,86.0,89.0,84.3,2.4,1,85.0,86.0,80.3,89.7,4.7
67,45-54,"Now Married, spouse absent",6.5,6.0,8.9,4.2,2.4,1,8.5,6.0,3.7,13.2,4.7
68,45-54,Widowed,0.3,0.0,2.7,-2.0,2.4,1,-0.2,0.0,-4.9,4.5,4.7
69,45-54,Divorced,21.1,21.0,23.4,18.7,2.4,1,21.1,21.0,16.4,25.8,4.7
70,45-54,Separated,11.7,5.0,14.1,9.4,2.4,1,12.4,5.0,7.6,17.1,4.7
71,45-54,Never married,30.0,34.0,32.3,27.6,2.4,1,28.9,34.0,24.2,33.7,4.7
72,55-64,"Now married, spouse present",71.7,77.0,74.0,69.3,2.4,1,72.8,77.0,68.1,77.5,4.7
73,55-64,"Now Married, spouse absent",5.8,6.0,8.2,3.5,2.4,1,6.3,6.0,1.6,11.0,4.7
74,55-64,Widowed,10.1,11.0,12.5,7.8,2.4,1,9.3,11.0,4.6,14.0,4.7
75,55-64,Divorced,34.4,34.0,36.8,32.0,2.4,1,34.3,34.0,29.5,39.0,4.7
76,55-64,Separated,7.1,4.0,9.4,4.7,2.4,1,5.3,4.0,0.6,10.1,4.7
77,55-64,Never married,25.0,27.0,27.3,22.6,2.4,1,25.9,27.0,21.2,30.7,4.7
78,65-74,"Now married, spouse present",78.9,75.0,81.2,76.5,2.4,1,76.1,75.0,71.4,80.8,4.7
79,65-74,"Now Married, spouse absent",3.2,4.0,5.5,0.8,2.4,1,3.4,4.0,-1.3,8.1,4.7
80,65-74,Widowed,9.8,16.0,12.2,7.4,2.4,1,15.3,16.0,10.6,20.0,4.7
81,65-74,Divorced,19.3,17.0,21.6,16.9,2.4,1,16.2,17.0,11.5,20.9,4.7
82,65-74,Separated,4.1,4.0,6.4,1.7,2.4,1,3.3,4.0,-1.4,8.0,4.7
83,65-74,Never married,18.7,17.0,21.0,16.3,2.4,1,10.9,17.0,6.2,15.6,4.7
84,75-84,"Now married, spouse present",40.3,40.0,42.7,38.0,2.4,1,33.8,40.0,29.1,38.5,4.7
85,75-84,"Now Married, spouse absent",4.2,3.0,6.6,1.8,2.4,1,4.7,3.0,-0.1,9.4,4.7
86,75-84,Widowed,8.1,15.0,10.5,5.8,2.4,1,5.5,15.0,0.8,10.2,4.7
87,75-84,Divorced,12.7,12.0,15.1,10.4,2.4,1,12.0,12.0,7.3,16.7,4.7
88,75-84,Separated,-1.0,1.0,1.3,-3.4,2.4,1,-3.4,1.0,-8.1,1.3,4.7
89,75-84,Never married,-8.3,3.0,-6.0,-10.7,2.4,1,-6.3,3.0,-11.0,-1.6,4.7
90,85-99,"Now married, spouse present",8.5,11.0,10.8,6.1,2.4,1,10.6,11.0,5.9,15.3,4.7
91,85-99,"Now Married, spouse absent",5.0,0.0,7.4,2.7,2.4,1,9.9,0.0,5.2,14.6,4.7
92,85-99,Widowed,16.0,16.0,18.3,13.6,2.4,1,14.6,16.0,9.9,19.3,4.7
93,85-99,Divorced,1.7,2.0,4.0,-0.7,2.4,1,-1.1,2.0,-5.8,3.6,4.7
94,85-99,Separated,4.3,0.0,6.7,2.0,2.4,1,1.5,0.0,-3.2,6.2,4.7
95,85-99,Never married,0.1,3.0,2.4,-2.3,2.4,1,1.8,3.0,-2.9,6.5,4.7
96,15-24,"Now married, spouse present",3.1,2.0,4.6,1.5,1.6,2,3.9,2.0,1.5,6.2,2.4
97,15-24,"Now Married, spouse absent",-1.6,1.0,-0.0,-3.2,1.6,2,-0.6,1.0,-3.0,1.7,2.4
98,15-24,Widowed,-2.9,0.0,-1.3,-4.5,1.6,2,-2.9,0.0,-5.3,-0.6,2.4
99,15-24,Divorced,0.8,0.0,2.4,-0.8,1.6,2,-0.8,0.0,-3.2,1.5,2.4
100,15-24,Separated,-0.7,0.0,0.8,-2.3,1.6,2,-0.6,0.0,-3.0,1.7,2.4
101,15-24,Never married,140.4,140.0,141.9,138.8,1.6,2,141.8,140.0,139.5,144.2,2.4
102,25-34,"Now married, spouse present",50.0,49.0,51.6,48.5,1.6,2,50.7,49.0,48.3,53.0,2.4
103,25-34,"Now Married, spouse absent",2.9,5.0,4.5,1.3,1.6,2,1.1,5.0,-1.2,3.5,2.4
104,25-34,Widowed,-2.8,0.0,-1.2,-4.4,1.6,2,-3.7,0.0,-6.1,-1.4,2.4
105,25-34,Divorced,3.5,5.0,5.1,1.9,1.6,2,1.8,5.0,-0.6,4.1,2.4
106,25-34,Separated,2.9,2.0,4.5,1.4,1.6,2,3.9,2.0,1.6,6.3,2.4
107,25-34,Never married,115.1,114.0,116.7,113.5,1.6,2,115.5,114.0,113.1,117.8,2.4
108,35-44,"Now married, spouse present",71.5,72.0,73.1,70.0,1.6,2,73.8,72.0,71.4,76.1,2.4
109,35-44,"Now Married, spouse absent",5.8,6.0,7.4,4.2,1.6,2,7.6,6.0,5.3,10.0,2.4
110,35-44,Widowed,3.1,2.0,4.7,1.5,1.6,2,2.5,2.0,0.1,4.9,2.4
111,35-44,Divorced,5.8,10.0,7.4,4.2,1.6,2,3.8,10.0,1.4,6.1,2.4
112,35-44,Separated,1.0,4.0,2.5,-0.6,1.6,2,-1.1,4.0,-3.4,1.3,2.4
113,35-44,Never married,37.5,38.0,39.1,35.9,1.6,2,35.6,38.0,33.2,38.0,2.4
114,45-54,"Now married, spouse present",85.8,86.0,87.4,84.3,1.6,2,86.6,86.0,84.3,89.0,2.4
115,45-54,"Now Married, spouse absent",6.7,6.0,8.2,5.1,1.6,2,6.5,6.0,4.2,8.9,2.4
116,45-54,Widowed,0.2,0.0,1.8,-1.4,1.6,2,0.3,0.0,-2.0,2.7,2.4
117,45-54,Divorced,22.0,21.0,23.6,20.4,1.6,2,21.1,21.0,18.7,23.4,2.4
118,45-54,Separated,10.7,5.0,12.3,9.2,1.6,2,11.7,5.0,9.4,14.1,2.4
119,45-54,Never married,32.1,34.0,33.7,30.6,1.6,2,30.0,34.0,27.6,32.3,2.4
120,55-64,"Now married, spouse present",76.6,77.0,78.1,75.0,1.6,2,71.7,77.0,69.3,74.0,2.4
121,55-64,"Now Married, spouse absent",7.3,6.0,8.9,5.8,1.6,2,5.8,6.0,3.5,8.2,2.4
122,55-64,Widowed,8.6,11.0,10.2,7.1,1.6,2,10.1,11.0,7.8,12.5,2.4
123,55-64,Divorced,33.8,34.0,35.4,32.3,1.6,2,34.4,34.0,32.0,36.8,2.4
124,55-64,Separated,3.1,4.0,4.7,1.5,1.6,2,7.1,4.0,4.7,9.4,2.4
125,55-64,Never married,25.8,27.0,27.4,24.3,1.6,2,25.0,27.0,22.6,27.3,2.4
126,65-74,"Now married, spouse present",80.7,75.0,82.3,79.1,1.6,2,78.9,75.0,76.5,81.2,2.4
127,65-74,"Now Married, spouse absent",6.5,4.0,8.1,5.0,1.6,2,3.2,4.0,0.8,5.5,2.4
128,65-74,Widowed,9.8,16.0,11.4,8.2,1.6,2,9.8,16.0,7.4,12.2,2.4
129,65-74,Divorced,17.4,17.0,19.0,15.8,1.6,2,19.3,17.0,16.9,21.6,2.4
130,65-74,Separated,5.7,4.0,7.3,4.1,1.6,2,4.1,4.0,1.7,6.4,2.4
131,65-74,Never married,18.9,17.0,20.4,17.3,1.6,2,18.7,17.0,16.3,21.0,2.4
132,75-84,"Now married, spouse present",40.1,40.0,41.7,38.5,1.6,2,40.3,40.0,38.0,42.7,2.4
133,75-84,"Now Married, spouse absent",3.8,3.0,5.4,2.3,1.6,2,4.2,3.0,1.8,6.6,2.4
134,75-84,Widowed,9.5,15.0,11.1,7.9,1.6,2,8.1,15.0,5.8,10.5,2.4
135,75-84,Divorced,10.7,12.0,12.3,9.1,1.6,2,12.7,12.0,10.4,15.1,2.4
136,75-84,Separated,-1.1,1.0,0.4,-2.7,1.6,2,-1.0,1.0,-3.4,1.3,2.4
137,75-84,Never married,-1.5,3.0,0.0,-3.1,1.6,2,-8.3,3.0,-10.7,-6.0,2.4
138,85-99,"Now married, spouse present",9.1,11.0,10.7,7.6,1.6,2,8.5,11.0,6.1,10.8,2.4
139,85-99,"Now Married, spouse absent",4.5,0.0,6.1,3.0,1.6,2,5.0,0.0,2.7,7.4,2.4
140,85-99,Widowed,13.4,16.0,14.9,11.8,1.6,2,16.0,16.0,13.6,18.3,2.4
141,85-99,Divorced,2.6,2.0,4.2,1.1,1.6,2,1.7,2.0,-0.7,4.0,2.4
142,85-99,Separated,5.9,0.0,7.4,4.3,1.6,2,4.3,0.0,2.0,6.7,2.4
143,85-99,Never married,-2.0,3.0,-0.5,-3.6,1.6,2,0.1,3.0,-2.3,2.4,2.4
144,15-24,"Now married, spouse present",1.7,2.0,2.9,0.5,1.2,3,3.1,2.0,1.5,4.6,1.6
145,15-24,"Now Married, spouse absent",-1.9,1.0,-0.7,-3.0,1.2,3,-1.6,1.0,-3.2,-0.0,1.6
146,15-24,Widowed,-2.3,0.0,-1.2,-3.5,1.2,3,-2.9,0.0,-4.5,-1.3,1.6
147,15-24,Divorced,0.6,0.0,1.8,-0.6,1.2,3,0.8,0.0,-0.8,2.4,1.6
148,15-24,Separated,-1.6,0.0,-0.4,-2.8,1.2,3,-0.7,0.0,-2.3,0.8,1.6
149,15-24,Never married,140.7,140.0,141.9,139.6,1.2,3,140.4,140.0,138.8,141.9,1.6
150,25-34,"Now married, spouse present",48.8,49.0,50.0,47.6,1.2,3,50.0,49.0,48.5,51.6,1.6
151,25-34,"Now Married, spouse absent",3.6,5.0,4.8,2.4,1.2,3,2.9,5.0,1.3,4.5,1.6
152,25-34,Widowed,-2.5,0.0,-1.3,-3.7,1.2,3,-2.8,0.0,-4.4,-1.2,1.6
153,25-34,Divorced,5.4,5.0,6.6,4.2,1.2,3,3.5,5.0,1.9,5.1,1.6
154,25-34,Separated,3.4,2.0,4.5,2.2,1.2,3,2.9,2.0,1.4,4.5,1.6
155,25-34,Never married,114.9,114.0,116.1,113.7,1.2,3,115.1,114.0,113.5,116.7,1.6
156,35-44,"Now married, spouse present",72.2,72.0,73.4,71.0,1.2,3,71.5,72.0,70.0,73.1,1.6
157,35-44,"Now Married, spouse absent",2.3,6.0,3.5,1.2,1.2,3,5.8,6.0,4.2,7.4,1.6
158,35-44,Widowed,4.1,2.0,5.3,2.9,1.2,3,3.1,2.0,1.5,4.7,1.6
159,35-44,Divorced,6.1,10.0,7.3,4.9,1.2,3,5.8,10.0,4.2,7.4,1.6
160,35-44,Separated,2.7,4.0,3.9,1.5,1.2,3,1.0,4.0,-0.6,2.5,1.6
161,35-44,Never married,37.6,38.0,38.8,36.4,1.2,3,37.5,38.0,35.9,39.1,1.6
162,45-54,"Now married, spouse present",85.9,86.0,87.0,84.7,1.2,3,85.8,86.0,84.3,87.4,1.6
163,45-54,"Now Married, spouse absent",6.5,6.0,7.7,5.3,1.2,3,6.7,6.0,5.1,8.2,1.6
164,45-54,Widowed,-0.6,0.0,0.6,-1.8,1.2,3,0.2,0.0,-1.4,1.8,1.6
165,45-54,Divorced,21.2,21.0,22.4,20.0,1.2,3,22.0,21.0,20.4,23.6,1.6
166,45-54,Separated,9.5,5.0,10.7,8.4,1.2,3,10.7,5.0,9.2,12.3,1.6
167,45-54,Never married,32.5,34.0,33.7,31.3,1.2,3,32.1,34.0,30.6,33.7,1.6
168,55-64,"Now married, spouse present",76.8,77.0,77.9,75.6,1.2,3,76.6,77.0,75.0,78.1,1.6
169,55-64,"Now Married, spouse absent",7.4,6.0,8.6,6.3,1.2,3,7.3,6.0,5.8,8.9,1.6
170,55-64,Widowed,8.5,11.0,9.7,7.3,1.2,3,8.6,11.0,7.1,10.2,1.6
171,55-64,Divorced,33.4,34.0,34.5,32.2,1.2,3,33.8,34.0,32.3,35.4,1.6
172,55-64,Separated,3.2,4.0,4.4,2.0,1.2,3,3.1,4.0,1.5,4.7,1.6
173,55-64,Never married,23.7,27.0,24.9,22.5,1.2,3,25.8,27.0,24.3,27.4,1.6
174,65-74,"Now married, spouse present",79.1,75.0,80.3,77.9,1.2,3,80.7,75.0,79.1,82.3,1.6
175,65-74,"Now Married, spouse absent",3.2,4.0,4.4,2.0,1.2,3,6.5,4.0,5.0,8.1,1.6
176,65-74,Widowed,11.7,16.0,12.9,10.5,1.2,3,9.8,16.0,8.2,11.4,1.6
177,65-74,Divorced,17.0,17.0,18.2,15.9,1.2,3,17.4,17.0,15.8,19.0,1.6
178,65-74,Separated,4.6,4.0,5.8,3.4,1.2,3,5.7,4.0,4.1,7.3,1.6
179,65-74,Never married,18.4,17.0,19.6,17.2,1.2,3,18.9,17.0,17.3,20.4,1.6
180,75-84,"Now married, spouse present",41.8,40.0,43.0,40.7,1.2,3,40.1,40.0,38.5,41.7,1.6
181,75-84,"Now Married, spouse absent",0.7,3.0,1.9,-0.4,1.2,3,3.8,3.0,2.3,5.4,1.6
182,75-84,Widowed,11.4,15.0,12.6,10.2,1.2,3,9.5,15.0,7.9,11.1,1.6
183,75-84,Divorced,12.1,12.0,13.3,10.9,1.2,3,10.7,12.0,9.1,12.3,1.6
184,75-84,Separated,0.5,1.0,1.7,-0.6,1.2,3,-1.1,1.0,-2.7,0.4,1.6
185,75-84,Never married,-0.4,3.0,0.8,-1.5,1.2,3,-1.5,3.0,-3.1,0.0,1.6
186,85-99,"Now married, spouse present",10.2,11.0,11.3,9.0,1.2,3,9.1,11.0,7.6,10.7,1.6
187,85-99,"Now Married, spouse absent",4.2,0.0,5.3,3.0,1.2,3,4.5,0.0,3.0,6.1,1.6
188,85-99,Widowed,13.5,16.0,14.7,12.3,1.2,3,13.4,16.0,11.8,14.9,1.6
189,85-99,Divorced,2.0,2.0,3.1,0.8,1.2,3,2.6,2.0,1.1,4.2,1.6
190,85-99,Separated,3.8,0.0,5.0,2.6,1.2,3,5.9,0.0,4.3,7.4,1.6
191,85-99,Never married,0.3,3.0,1.5,-0.9,1.2,3,-2.0,3.0,-3.6,-0.5,1.6
192,15-24,"Now married, spouse present",0.6,2.0,1.5,-0.4,0.9,4,1.7,2.0,0.5,2.9,1.2
193,15-24,"Now Married, spouse absent",-2.8,1.0,-1.8,-3.7,0.9,4,-1.9,1.0,-3.0,-0.7,1.2
194,15-24,Widowed,-1.2,0.0,-0.3,-2.2,0.9,4,-2.3,0.0,-3.5,-1.2,1.2
195,15-24,Divorced,0.1,0.0,1.1,-0.8,0.9,4,0.6,0.0,-0.6,1.8,1.2
196,15-24,Separated,-1.0,0.0,-0.1,-2.0,0.9,4,-1.6,0.0,-2.8,-0.4,1.2
197,15-24,Never married,139.9,140.0,140.8,138.9,0.9,4,140.7,140.0,139.6,141.9,1.2
198,25-34,"Now married, spouse present",48.7,49.0,49.7,47.8,0.9,4,48.8,49.0,47.6,50.0,1.2
199,25-34,"Now Married, spouse absent",2.5,5.0,3.4,1.6,0.9,4,3.6,5.0,2.4,4.8,1.2
200,25-34,Widowed,-1.8,0.0,-0.9,-2.8,0.9,4,-2.5,0.0,-3.7,-1.3,1.2
201,25-34,Divorced,4.6,5.0,5.6,3.7,0.9,4,5.4,5.0,4.2,6.6,1.2
202,25-34,Separated,3.0,2.0,3.9,2.0,0.9,4,3.4,2.0,2.2,4.5,1.2
203,25-34,Never married,114.6,114.0,115.5,113.7,0.9,4,114.9,114.0,113.7,116.1,1.2
204,35-44,"Now married, spouse present",73.4,72.0,74.4,72.5,0.9,4,72.2,72.0,71.0,73.4,1.2
205,35-44,"Now Married, spouse absent",2.8,6.0,3.7,1.8,0.9,4,2.3,6.0,1.2,3.5,1.2
206,35-44,Widowed,3.2,2.0,4.2,2.3,0.9,4,4.1,2.0,2.9,5.3,1.2
207,35-44,Divorced,7.8,10.0,8.7,6.8,0.9,4,6.1,10.0,4.9,7.3,1.2
208,35-44,Separated,3.3,4.0,4.2,2.3,0.9,4,2.7,4.0,1.5,3.9,1.2
209,35-44,Never married,37.4,38.0,38.3,36.4,0.9,4,37.6,38.0,36.4,38.8,1.2
210,45-54,"Now married, spouse present",87.3,86.0,88.2,86.4,0.9,4,85.9,86.0,84.7,87.0,1.2
211,45-54,"Now Married, spouse absent",7.1,6.0,8.0,6.1,0.9,4,6.5,6.0,5.3,7.7,1.2
212,45-54,Widowed,-1.9,0.0,-1.0,-2.9,0.9,4,-0.6,0.0,-1.8,0.6,1.2
213,45-54,Divorced,23.3,21.0,24.2,22.3,0.9,4,21.2,21.0,20.0,22.4,1.2
214,45-54,Separated,9.7,5.0,10.7,8.8,0.9,4,9.5,5.0,8.4,10.7,1.2
215,45-54,Never married,32.7,34.0,33.6,31.7,0.9,4,32.5,34.0,31.3,33.7,1.2
216,55-64,"Now married, spouse present",76.8,77.0,77.7,75.8,0.9,4,76.8,77.0,75.6,77.9,1.2
217,55-64,"Now Married, spouse absent",7.6,6.0,8.6,6.7,0.9,4,7.4,6.0,6.3,8.6,1.2
218,55-64,Widowed,9.7,11.0,10.6,8.8,0.9,4,8.5,11.0,7.3,9.7,1.2
219,55-64,Divorced,32.6,34.0,33.6,31.7,0.9,4,33.4,34.0,32.2,34.5,1.2
220,55-64,Separated,3.1,4.0,4.0,2.1,0.9,4,3.2,4.0,2.0,4.4,1.2
221,55-64,Never married,22.7,27.0,23.6,21.8,0.9,4,23.7,27.0,22.5,24.9,1.2
222,65-74,"Now married, spouse present",78.5,75.0,79.4,77.5,0.9,4,79.1,75.0,77.9,80.3,1.2
223,65-74,"Now Married, spouse absent",3.5,4.0,4.4,2.6,0.9,4,3.2,4.0,2.0,4.4,1.2
224,65-74,Widowed,14.3,16.0,15.2,13.4,0.9,4,11.7,16.0,10.5,12.9,1.2
225,65-74,Divorced,16.6,17.0,17.5,15.6,0.9,4,17.0,17.0,15.9,18.2,1.2
226,65-74,Separated,5.8,4.0,6.8,4.9,0.9,4,4.6,4.0,3.4,5.8,1.2
227,65-74,Never married,18.1,17.0,19.0,17.2,0.9,4,18.4,17.0,17.2,19.6,1.2
228,75-84,"Now married, spouse present",39.8,40.0,40.8,38.9,0.9,4,41.8,40.0,40.7,43.0,1.2
229,75-84,"Now Married, spouse absent",2.9,3.0,3.9,2.0,0.9,4,0.7,3.0,-0.4,1.9,1.2
230,75-84,Widowed,11.6,15.0,12.5,10.6,0.9,4,11.4,15.0,10.2,12.6,1.2
231,75-84,Divorced,11.6,12.0,12.6,10.7,0.9,4,12.1,12.0,10.9,13.3,1.2
232,75-84,Separated,1.2,1.0,2.1,0.2,0.9,4,0.5,1.0,-0.6,1.7,1.2
233,75-84,Never married,1.2,3.0,2.2,0.3,0.9,4,-0.4,3.0,-1.5,0.8,1.2
234,85-99,"Now married, spouse present",10.7,11.0,11.6,9.7,0.9,4,10.2,11.0,9.0,11.3,1.2
235,85-99,"Now Married, spouse absent",3.2,0.0,4.1,2.3,0.9,4,4.2,0.0,3.0,5.3,1.2
236,85-99,Widowed,10.1,16.0,11.1,9.2,0.9,4,13.5,16.0,12.3,14.7,1.2
237,85-99,Divorced,3.3,2.0,4.2,2.4,0.9,4,2.0,2.0,0.8,3.1,1.2
238,85-99,Separated,3.9,0.0,4.8,2.9,0.9,4,3.8,0.0,2.6,5.0,1.2
239,85-99,Never married,-0.5,3.0,0.5,-1.4,0.9,4,0.3,3.0,-0.9,1.5,1.2
240,15-24,"Now married, spouse present",-0.4,2.0,0.4,-1.1,0.8,5,0.6,2.0,-0.4,1.5,0.9
241,15-24,"Now Married, spouse absent",-2.2,1.0,-1.4,-3.0,0.8,5,-2.8,1.0,-3.7,-1.8,0.9
242,15-24,Widowed,-2.7,0.0,-1.9,-3.5,0.8,5,-1.2,0.0,-2.2,-0.3,0.9
243,15-24,Divorced,0.4,0.0,1.2,-0.3,0.8,5,0.1,0.0,-0.8,1.1,0.9
244,15-24,Separated,-1.0,0.0,-0.2,-1.8,0.8,5,-1.0,0.0,-2.0,-0.1,0.9
245,15-24,Never married,140.0,140.0,140.7,139.2,0.8,5,139.9,140.0,138.9,140.8,0.9
246,25-34,"Now married, spouse present",48.8,49.0,49.6,48.0,0.8,5,48.7,49.0,47.8,49.7,0.9
247,25-34,"Now Married, spouse absent",5.6,5.0,6.4,4.8,0.8,5,2.5,5.0,1.6,3.4,0.9
248,25-34,Widowed,-0.5,0.0,0.3,-1.3,0.8,5,-1.8,0.0,-2.8,-0.9,0.9
249,25-34,Divorced,4.7,5.0,5.5,4.0,0.8,5,4.6,5.0,3.7,5.6,0.9
250,25-34,Separated,3.1,2.0,3.9,2.3,0.8,5,3.0,2.0,2.0,3.9,0.9
251,25-34,Never married,115.1,114.0,115.9,114.3,0.8,5,114.6,114.0,113.7,115.5,0.9
252,35-44,"Now married, spouse present",73.1,72.0,73.9,72.3,0.8,5,73.4,72.0,72.5,74.4,0.9
253,35-44,"Now Married, spouse absent",4.1,6.0,4.9,3.3,0.8,5,2.8,6.0,1.8,3.7,0.9
254,35-44,Widowed,1.7,2.0,2.5,1.0,0.8,5,3.2,2.0,2.3,4.2,0.9
255,35-44,Divorced,8.2,10.0,9.0,7.4,0.8,5,7.8,10.0,6.8,8.7,0.9
256,35-44,Separated,3.0,4.0,3.8,2.2,0.8,5,3.3,4.0,2.3,4.2,0.9
257,35-44,Never married,37.4,38.0,38.1,36.6,0.8,5,37.4,38.0,36.4,38.3,0.9
258,45-54,"Now married, spouse present",87.2,86.0,88.0,86.4,0.8,5,87.3,86.0,86.4,88.2,0.9
259,45-54,"Now Married, spouse absent",7.5,6.0,8.3,6.7,0.8,5,7.1,6.0,6.1,8.0,0.9
260,45-54,Widowed,-0.5,0.0,0.2,-1.3,0.8,5,-1.9,0.0,-2.9,-1.0,0.9
