,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
262,45-54,Separated,8.8,9.0,9.6,8.0,0.8,5,9.8,9.0,8.8,10.7,0.9
263,45-54,Never married,32.8,34.0,33.6,32.0,0.8,5,31.9,34.0,31.0,32.9,0.9
264,55-64,"Now married, spouse present",87.4,87.0,88.2,86.6,0.8,5,87.3,87.0,86.4,88.2,0.9
265,55-64,"Now Married, spouse absent",3.4,3.0,4.2,2.6,0.8,5,3.7,3.0,2.8,4.7,0.9
266,55-64,Widowed,9.1,11.0,9.9,8.3,0.8,5,11.8,11.0,10.9,12.8,0.9
267,55-64,Divorced,35.5,33.0,36.3,34.7,0.8,5,36.4,33.0,35.5,37.4,0.9
268,55-64,Separated,-0.6,2.0,0.2,-1.4,0.8,5,-1.9,2.0,-2.8,-0.9,0.9
269,55-64,Never married,21.5,19.0,22.3,20.7,0.8,5,22.1,19.0,21.2,23.1,0.9
270,65-74,"Now married, spouse present",87.5,88.0,88.3,86.7,0.8,5,85.4,88.0,84.5,86.4,0.9
271,65-74,"Now Married, spouse absent",3.0,3.0,3.8,2.2,0.8,5,2.8,3.0,1.8,3.7,0.9
272,65-74,Widowed,11.2,12.0,12.0,10.4,0.8,5,10.8,12.0,9.8,11.7,0.9
273,65-74,Divorced,33.1,34.0,33.9,32.3,0.8,5,31.6,34.0,30.7,32.6,0.9
274,65-74,Separated,4.5,2.0,5.3,3.7,0.8,5,3.7,2.0,2.7,4.6,0.9
275,65-74,Never married,16.9,17.0,17.7,16.1,0.8,5,16.0,17.0,15.0,16.9,0.9
276,75-84,"Now married, spouse present",28.6,32.0,29.4,27.8,0.8,5,28.3,32.0,27.4,29.3,0.9
277,75-84,"Now Married, spouse absent",3.6,1.0,4.4,2.8,0.8,5,4.1,1.0,3.2,5.1,0.9
278,75-84,Widowed,19.6,19.0,20.4,18.8,0.8,5,19.2,19.0,18.3,20.1,0.9
279,75-84,Divorced,7.0,7.0,7.7,6.2,0.8,5,6.9,7.0,6.0,7.9,0.9
280,75-84,Separated,-0.4,1.0,0.4,-1.2,0.8,5,-0.5,1.0,-1.4,0.5,0.9
281,75-84,Never married,6.2,8.0,7.0,5.4,0.8,5,5.7,8.0,4.8,6.7,0.9
282,85-99,"Now married, spouse present",7.2,6.0,8.0,6.5,0.8,5,5.4,6.0,4.5,6.3,0.9
283,85-99,"Now Married, spouse absent",1.3,2.0,2.1,0.6,0.8,5,1.0,2.0,0.1,2.0,0.9
284,85-99,Widowed,15.2,16.0,15.9,14.4,0.8,5,15.1,16.0,14.2,16.1,0.9
285,85-99,Divorced,3.8,3.0,4.6,3.0,0.8,5,2.6,3.0,1.6,3.5,0.9
286,85-99,Separated,-0.2,0.0,0.6,-1.0,0.8,5,-0.7,0.0,-1.6,0.3,0.9
287,85-99,Never married,0.9,0.0,1.6,0.1,0.8,5,1.1,0.0,0.2,2.1,0.9
288,15-24,"Now married, spouse present",4.0,5.0,4.6,3.3,0.7,6,3.6,5.0,2.9,4.4,0.8
289,15-24,"Now Married, spouse absent",1.8,2.0,2.5,1.1,0.7,6,2.4,2.0,1.6,3.1,0.8
290,15-24,Widowed,-1.5,0.0,-0.8,-2.2,0.7,6,-1.3,0.0,-2.1,-0.5,0.8
291,15-24,Divorced,1.8,0.0,2.5,1.1,0.7,6,2.6,0.0,1.8,3.4,0.8
292,15-24,Separated,-0.3,0.0,0.3,-1.0,0.7,6,-0.5,0.0,-1.3,0.3,0.8
293,15-24,Never married,115.0,116.0,115.6,114.3,0.7,6,115.7,116.0,114.9,116.5,0.8
294,25-34,"Now married, spouse present",41.5,43.0,42.2,40.8,0.7,6,40.7,43.0,39.9,41.5,0.8
295,25-34,"Now Married, spouse absent",4.5,2.0,5.1,3.8,0.7,6,4.9,2.0,4.1,5.7,0.8
296,25-34,Widowed,1.9,0.0,2.6,1.3,0.7,6,0.9,0.0,0.1,1.7,0.8
297,25-34,Divorced,3.4,4.0,4.0,2.7,0.7,6,2.9,4.0,2.2,3.7,0.8
298,25-34,Separated,-2.0,0.0,-1.3,-2.7,0.7,6,-1.5,0.0,-2.3,-0.7,0.8
299,25-34,Never married,120.3,118.0,120.9,119.6,0.7,6,120.7,118.0,119.9,121.5,0.8
300,35-44,"Now married, spouse present",76.5,79.0,77.2,75.8,0.7,6,75.2,79.0,74.4,76.0,0.8
301,35-44,"Now Married, spouse absent",10.8,10.0,11.5,10.1,0.7,6,9.9,10.0,9.1,10.7,0.8
302,35-44,Widowed,0.3,0.0,0.9,-0.4,0.7,6,1.6,0.0,0.8,2.3,0.8
303,35-44,Divorced,12.6,13.0,13.2,11.9,0.7,6,11.5,13.0,10.7,12.3,0.8
304,35-44,Separated,3.3,3.0,4.0,2.7,0.7,6,3.1,3.0,2.3,3.9,0.8
305,35-44,Never married,42.4,40.0,43.1,41.7,0.7,6,42.7,40.0,41.9,43.5,0.8
306,45-54,"Now married, spouse present",88.7,91.0,89.4,88.0,0.7,6,88.4,91.0,87.7,89.2,0.8
307,45-54,"Now Married, spouse absent",5.7,6.0,6.4,5.0,0.7,6,5.4,6.0,4.7,6.2,0.8
308,45-54,Widowed,3.2,3.0,3.8,2.5,0.7,6,2.6,3.0,1.8,3.4,0.8
309,45-54,Divorced,15.5,16.0,16.1,14.8,0.7,6,14.8,16.0,14.0,15.6,0.8
310,45-54,Separated,8.9,9.0,9.5,8.2,0.7,6,8.8,9.0,8.0,9.6,0.8
311,45-54,Never married,33.1,34.0,33.7,32.4,0.7,6,32.8,34.0,32.0,33.6,0.8
312,55-64,"Now married, spouse present",86.9,87.0,87.6,86.3,0.7,6,87.4,87.0,86.6,88.2,0.8
313,55-64,"Now Married, spouse absent",3.6,3.0,4.3,3.0,0.7,6,3.4,3.0,2.6,4.2,0.8
314,55-64,Widowed,9.9,11.0,10.5,9.2,0.7,6,9.1,11.0,8.3,9.9,0.8
315,55-64,Divorced,34.4,33.0,35.1,33.8,0.7,6,35.5,33.0,34.7,36.3,0.8
316,55-64,Separated,0.3,2.0,1.0,-0.4,0.7,6,-0.6,2.0,-1.4,0.2,0.8
317,55-64,Never married,20.5,19.0,21.2,19.8,0.7,6,21.5,19.0,20.7,22.3,0.8
318,65-74,"Now married, spouse present",87.6,88.0,88.2,86.9,0.7,6,87.5,88.0,86.7,88.3,0.8
319,65-74,"Now Married, spouse absent",4.0,3.0,4.7,3.3,0.7,6,3.0,3.0,2.2,3.8,0.8
320,65-74,Widowed,12.4,12.0,13.1,11.7,0.7,6,11.2,12.0,10.4,12.0,0.8
321,65-74,Divorced,33.3,34.0,34.0,32.6,0.7,6,33.1,34.0,32.3,33.9,0.8
322,65-74,Separated,4.6,2.0,5.3,3.9,0.7,6,4.5,2.0,3.7,5.3,0.8
323,65-74,Never married,16.6,17.0,17.3,15.9,0.7,6,16.9,17.0,16.1,17.7,0.8
324,75-84,"Now married, spouse present",28.6,32.0,29.3,27.9,0.7,6,28.6,32.0,27.8,29.4,0.8
325,75-84,"Now Married, spouse absent",2.9,1.0,3.6,2.2,0.7,6,3.6,1.0,2.8,4.4,0.8
326,75-84,Widowed,20.4,19.0,21.1,19.8,0.7,6,19.6,19.0,18.8,20.4,0.8
327,75-84,Divorced,7.7,7.0,8.4,7.0,0.7,6,7.0,7.0,6.2,7.7,0.8
328,75-84,Separated,0.1,1.0,0.8,-0.5,0.7,6,-0.4,1.0,-1.2,0.4,0.8
329,75-84,Never married,6.5,8.0,7.1,5.8,0.7,6,6.2,8.0,5.4,7.0,0.8
330,85-99,"Now married, spouse present",6.6,6.0,7.2,5.9,0.7,6,7.2,6.0,6.5,8.0,0.8
331,85-99,"Now Married, spouse absent",1.4,2.0,2.1,0.8,0.7,6,1.3,2.0,0.6,2.1,0.8
332,85-99,Widowed,15.4,16.0,16.1,14.7,0.7,6,15.2,16.0,14.4,15.9,0.8
333,85-99,Divorced,2.4,3.0,3.1,1.8,0.7,6,3.8,3.0,3.0,4.6,0.8
334,85-99,Separated,0.3,0.0,1.0,-0.4,0.7,6,-0.2,0.0,-1.0,0.6,0.8
335,85-99,Never married,0.5,0.0,1.1,-0.2,0.7,6,0.9,0.0,0.1,1.6,0.8
