,AGEP,MSP,noisy_count,true_count,plus_error,minus_error,error,nth_remeasure,noisy_count_prev,true_count_prev,minus_error_prev,plus_error_prev,error_prev
261,45-54,Divorced,18.3,19.0,19.1,17.5,0.8,5,18.4,19.0,17.4,19.3,0.9
262,45-54,Separated,2.9,6.0,3.7,2.1,0.8,5,4.3,6.0,3.4,5.3,0.9
263,45-54,Never married,24.2,27.0,25.0,23.5,0.8,5,25.1,27.0,24.2,26.1,0.9
264,55-64,"Now married, spouse present",97.3,99.0,98.1,96.5,0.8,5,96.7,99.0,95.7,97.6,0.9
265,55-64,"Now Married, spouse absent",4.8,9.0,5.5,4.0,0.8,5,5.0,9.0,4.1,6.0,0.9
266,55-64,Widowed,9.5,10.0,10.3,8.8,0.8,5,8.9,10.0,7.9,9.8,0.9
267,55-64,Divorced,33.7,33.0,34.5,32.9,0.8,5,34.0,33.0,33.0,34.9,0.9
268,55-64,Separated,2.1,3.0,2.9,1.3,0.8,5,2.8,3.0,1.8,3.7,0.9
269,55-64,Never married,19.4,18.0,20.2,18.6,0.8,5,17.4,18.0,16.4,18.3,0.9
270,65-74,"Now married, spouse present",79.9,80.0,80.6,79.1,0.8,5,80.7,80.0,79.7,81.6,0.9
271,65-74,"Now Married, spouse absent",-2.3,3.0,-1.5,-3.1,0.8,5,-4.2,3.0,-5.1,-3.3,0.9
272,65-74,Widowed,16.9,17.0,17.7,16.1,0.8,5,16.5,17.0,15.6,17.5,0.9
273,65-74,Divorced,21.9,21.0,22.7,21.1,0.8,5,23.4,21.0,22.4,24.3,0.9
274,65-74,Separated,6.5,6.0,7.3,5.7,0.8,5,6.5,6.0,5.5,7.4,0.9
275,65-74,Never married,20.5,22.0,21.3,19.7,0.8,5,20.3,22.0,19.4,21.3,0.9
276,75-84,"Now married, spouse present",31.0,31.0,31.8,30.2,0.8,5,30.8,31.0,29.9,31.8,0.9
277,75-84,"Now Married, spouse absent",1.8,2.0,2.6,1.0,0.8,5,1.5,2.0,0.6,2.4,0.9
278,75-84,Widowed,15.2,15.0,15.9,14.4,0.8,5,15.2,15.0,14.3,16.2,0.9
279,75-84,Divorced,12.9,16.0,13.7,12.1,0.8,5,15.3,16.0,14.4,16.3,0.9
280,75-84,Separated,-0.3,3.0,0.5,-1.1,0.8,5,-0.8,3.0,-1.8,0.1,0.9
281,75-84,Never married,6.2,4.0,7.0,5.4,0.8,5,7.0,4.0,6.0,7.9,0.9
282,85-99,"Now married, spouse present",3.1,5.0,3.9,2.3,0.8,5,2.7,5.0,1.8,3.7,0.9
283,85-99,"Now Married, spouse absent",1.8,1.0,2.6,1.0,0.8,5,0.9,1.0,-0.0,1.9,0.9
284,85-99,Widowed,11.2,13.0,12.0,10.4,0.8,5,11.7,13.0,10.7,12.6,0.9
285,85-99,Divorced,0.3,4.0,1.1,-0.4,0.8,5,0.9,4.0,-0.0,1.9,0.9
286,85-99,Separated,-0.8,0.0,-0.0,-1.6,0.8,5,-0.9,0.0,-1.9,0.0,0.9
287,85-99,Never married,-1.7,0.0,-0.9,-2.5,0.8,5,-1.1,0.0,-2.0,-0.2,0.9
288,15-24,"Now married, spouse present",5.2,3.0,5.9,4.6,0.7,6,3.5,3.0,2.7,4.3,0.8
289,15-24,"Now Married, spouse absent",-2.2,1.0,-1.6,-2.9,0.7,6,-2.9,1.0,-3.7,-2.1,0.8
290,15-24,Widowed,1.7,1.0,2.4,1.0,0.7,6,0.8,1.0,0.0,1.6,0.8
291,15-24,Divorced,2.3,0.0,2.9,1.6,0.7,6,3.3,0.0,2.5,4.1,0.8
292,15-24,Separated,3.7,1.0,4.4,3.1,0.7,6,3.7,1.0,2.9,4.5,0.8
293,15-24,Never married,143.9,143.0,144.6,143.3,0.7,6,143.7,143.0,143.0,144.5,0.8
294,25-34,"Now married, spouse present",44.8,45.0,45.5,44.2,0.7,6,43.8,45.0,43.0,44.5,0.8
295,25-34,"Now Married, spouse absent",3.7,2.0,4.4,3.0,0.7,6,1.5,2.0,0.7,2.3,0.8
296,25-34,Widowed,2.3,0.0,3.0,1.6,0.7,6,3.1,0.0,2.4,3.9,0.8
297,25-34,Divorced,5.6,7.0,6.3,4.9,0.7,6,5.9,7.0,5.1,6.7,0.8
298,25-34,Separated,1.7,1.0,2.4,1.0,0.7,6,3.1,1.0,2.3,3.9,0.8
299,25-34,Never married,95.2,98.0,95.9,94.5,0.7,6,94.7,98.0,94.0,95.5,0.8
300,35-44,"Now married, spouse present",85.6,87.0,86.3,85.0,0.7,6,85.2,87.0,84.4,86.0,0.8
301,35-44,"Now Married, spouse absent",6.1,6.0,6.8,5.4,0.7,6,6.8,6.0,6.1,7.6,0.8
302,35-44,Widowed,1.9,0.0,2.6,1.2,0.7,6,1.0,0.0,0.2,1.8,0.8
303,35-44,Divorced,8.5,11.0,9.2,7.8,0.7,6,8.3,11.0,7.5,9.1,0.8
304,35-44,Separated,1.0,3.0,1.7,0.3,0.7,6,0.7,3.0,-0.1,1.5,0.8
305,35-44,Never married,37.4,39.0,38.0,36.7,0.7,6,37.3,39.0,36.5,38.0,0.8
306,45-54,"Now married, spouse present",76.3,77.0,77.0,75.6,0.7,6,76.1,77.0,75.3,76.8,0.8
307,45-54,"Now Married, spouse absent",5.3,4.0,6.0,4.6,0.7,6,5.4,4.0,4.6,6.2,0.8
308,45-54,Widowed,4.0,4.0,4.6,3.3,0.7,6,3.3,4.0,2.5,4.0,0.8
309,45-54,Divorced,19.5,19.0,20.2,18.8,0.7,6,18.3,19.0,17.5,19.1,0.8
310,45-54,Separated,3.8,6.0,4.4,3.1,0.7,6,2.9,6.0,2.1,3.7,0.8
311,45-54,Never married,25.3,27.0,26.0,24.6,0.7,6,24.2,27.0,23.5,25.0,0.8
312,55-64,"Now married, spouse present",97.4,99.0,98.0,96.7,0.7,6,97.3,99.0,96.5,98.1,0.8
313,55-64,"Now Married, spouse absent",6.1,9.0,6.7,5.4,0.7,6,4.8,9.0,4.0,5.5,0.8
314,55-64,Widowed,10.5,10.0,11.2,9.8,0.7,6,9.5,10.0,8.8,10.3,0.8
315,55-64,Divorced,33.4,33.0,34.1,32.8,0.7,6,33.7,33.0,32.9,34.5,0.8
316,55-64,Separated,1.9,3.0,2.6,1.2,0.7,6,2.1,3.0,1.3,2.9,0.8
317,55-64,Never married,18.9,18.0,19.6,18.2,0.7,6,19.4,18.0,18.6,20.2,0.8
318,65-74,"Now married, spouse present",80.1,80.0,80.8,79.4,0.7,6,79.9,80.0,79.1,80.6,0.8
319,65-74,"Now Married, spouse absent",-1.2,3.0,-0.5,-1.9,0.7,6,-2.3,3.0,-3.1,-1.5,0.8
320,65-74,Widowed,16.9,17.0,17.6,16.2,0.7,6,16.9,17.0,16.1,17.7,0.8
321,65-74,Divorced,22.0,21.0,22.6,21.3,0.7,6,21.9,21.0,21.1,22.7,0.8
322,65-74,Separated,7.1,6.0,7.7,6.4,0.7,6,6.5,6.0,5.7,7.3,0.8
323,65-74,Never married,20.3,22.0,20.9,19.6,0.7,6,20.5,22.0,19.7,21.3,0.8
324,75-84,"Now married, spouse present",31.5,31.0,32.2,30.9,0.7,6,31.0,31.0,30.2,31.8,0.8
325,75-84,"Now Married, spouse absent",1.6,2.0,2.2,0.9,0.7,6,1.8,2.0,1.0,2.6,0.8
326,75-84,Widowed,16.5,15.0,17.2,15.9,0.7,6,15.2,15.0,14.4,15.9,0.8
327,75-84,Divorced,13.7,16.0,14.4,13.0,0.7,6,12.9,16.0,12.1,13.7,0.8
328,75-84,Separated,0.1,3.0,0.8,-0.6,0.7,6,-0.3,3.0,-1.1,0.5,0.8
329,75-84,Never married,4.6,4.0,5.3,4.0,0.7,6,6.2,4.0,5.4,7.0,0.8
330,85-99,"Now married, spouse present",3.2,5.0,3.9,2.5,0.7,6,3.1,5.0,2.3,3.9,0.8
331,85-99,"Now Married, spouse absent",1.7,1.0,2.4,1.1,0.7,6,1.8,1.0,1.0,2.6,0.8
332,85-99,Widowed,13.5,13.0,14.2,12.8,0.7,6,11.2,13.0,10.4,12.0,0.8
333,85-99,Divorced,1.0,4.0,1.6,0.3,0.7,6,0.3,4.0,-0.4,1.1,0.8
334,85-99,Separated,-0.7,0.0,0.0,-1.3,0.7,6,-0.8,0.0,-1.6,-0.0,0.8
335,85-99,Never married,-1.6,0.0,-1.0,-2.3,0.7,6,-1.7,0.0,-2.5,-0.9,0.8
